ID_UB,BUSINESS_UNIT_UB,CUST_TYPE_UB,HCP_PRACTICE_STATUS_CD_UB,PROFESSIONAL_DESIGNATION_CD_UB,ME_NUM_UB,NPI_NUM_UB,IMS_ID_UB,SALUTATION_UB,LAST_NAME_UB,FIRST_NAME_UB,MIDDLE_NAME_UB,ALT_NAME_UB,SUFFIX_UB,GENDER_CD_UB,CORP_SPEC_CD_UB,CORP_SPEC_DESC_UB,PRI_CORP_SPEC_CD_UB,PRI_CORP_SPEC_DESC_UB,SEC_CORP_SPEC_CD_UB,SEC_CORP_SPEC_DESC_UB,TER_CORP_SPEC_CD_UB,TER_CORP_SPEC_DESC_UB,ADDR_ID_UB,ADDR_VALID_STATUS_UB,ADDR_VERF_DELV_IND_UB,LINE1_ADDR_UB,LINE2_ADDR_UB,LINE3_ADDR_UB,LINE4_ADDR_UB,CITY_UB,STATE_UB,ZIP_CD_UB,ZIP_4_UB,MSA_UB,CBSA_UB,COUNTRY_UB,PDRP_FLG_UB,PDRP_FLG_EFF_DATE_UB,CONTACT_IND_UB,COUNTY_CD_UB,COUNTY_NM_UB
2002268303,1,PRES,ACT,VMD,,1111112759,970306,MS.,Last_name1649,First_name1650,Middle_name1649,,,F,VET,VETERINARIAN,VET,VETERINARIAN,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,1004996647,Y,Y,319 East Ave,,,,Falconer,NY,14733,1213,,,US,U,,UNSPEC,13,CHAUTAUQUA
2002987785,1,PRES,ACT,VMD,,1111112760,2424166,MS.,Last_name1650,First_name1651,Middle_name1650,,,F,VET,VETERINARIAN,VET,VETERINARIAN,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,1004996879,Y,Y,1480 W 116th Ave Apt 10,,,,Denver,CO,80234,2835,,,US,U,,UNSPEC,1,ADAMS
2066993729,1,PRES,ACT,VMD,,1111112761,7919518,MR.,Last_name1651,First_name1652,Middle_name1651,,,M,VET,VETERINARIAN,VET,VETERINARIAN,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,1005002254,Y,Y,1166 E Jericho Tpke,,,,Huntington,NY,11743,5435,,,US,U,,UNSPEC,103,SUFFOLK
2002984789,1,PRES,ACT,VMD,,1111112762,2420914,MS.,Last_name1652,First_name1653,Middle_name1652,,,F,VET,VETERINARIAN,VET,VETERINARIAN,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,1005002538,Y,Y,141 Keveling Dr,,,,Saline,MI,48176,1197,,,US,U,,UNSPEC,161,WASHTENAW
2002991208,1,PRES,ACT,VMD,,1111112763,2427771,MR.,Last_name1653,First_name1654,Middle_name1653,,,M,VET,VETERINARIAN,VET,VETERINARIAN,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,1005004697,Y,Y,4043 Lincolnway E,,,,Mishawaka,IN,46544,4001,,,US,U,,UNSPEC,141,ST JOSEPH
2060236993,1,PRES,ACT,NP,,1111112764,4963437,MS.,Last_name1654,First_name1655,Middle_name1654,,,F,NRP,NURSE PRACTITIONER,NRP,NURSE PRACTITIONER,RN,REGISTERED NURSE,UNSPEC,UNSPECIFIED VALUE,1002820982,Y,Y,1751 Gunbarrel Rd Ste 200,,,,Chattanooga,TN,37421,7162,,,US,U,,UNSPEC,47065,HAMILTON
2056639018,1,NPRS,ACT,SW,,1111112765,,MS.,Last_name1655,First_name1656,Middle_name1655,,,F,CSW,CLINICAL SOCIAL WORKER,CSW,CLINICAL SOCIAL WORKER,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,1002833002,Y,Y,1505 N Edgemont St,,,,Los Angeles,CA,90027,5209,,,US,U,,UNSPEC,6037,LOS ANGELES
2048985256,1,NPRS,ACT,,,1111112766,,,Last_name1656,First_name1657,Middle_name1656,,,,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,1002833972,Y,Y,1500 Southgate Ave Ste 104,,,,Daly City,CA,94015,2205,,,US,U,,UNSPEC,6081,SAN MATEO
2052067561,1,PRES,ACT,MD,51490153,1111112767,738439,DR.,Last_name1657,First_name1658,Middle_name1657,,,M,EM,EMERGENCY MEDICINE,EM,EMERGENCY MEDICINE,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,1002835105,Y,Y,4521 E Cesar E Chavez Ave,,,,Los Angeles,CA,90022,1116,,,US,U,,UNSPEC,6037,LOS ANGELES
2033791346,1,NPRS,ACT,,,1111112768,,,Last_name1658,First_name1659,Middle_name1658,,,U,,,,,,,,,1002835333,Y,Y,706 Crawford Rd,,,,Modesto,CA,95356,9617,,,US,U,,UNSPEC,99,STANISLAUS
2015540863,1,NPRS,ACT,RN,,1111112769,,MS.,Last_name1659,First_name1660,Middle_name1659,,,F,RN,REGISTERED NURSE,RN,REGISTERED NURSE,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,1002835893,Y,Y,1700 Nicholasville Rd,,,,Lexington,KY,40503,1463,,,US,U,,UNSPEC,21067,FAYETTE
2059817075,1,NPRS,ACT,,,1111112770,,,Last_name1660,First_name1661,Middle_name1660,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,1002839460,Y,Y,3300 Washtenaw Ave Ste 275,,,,Ann Arbor,MI,48104,5188,,,US,U,,UNSPEC,161,WASHTENAW
2111726455,1,NPRS,ACT,MD,,1111112771,,,Last_name1661,First_name1662,Middle_name1661,,,,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,1002840589,Y,Y,1960 N Ogden St Ste 220,,,,Denver,CO,80218,3668,,,US,U,,UNSPEC,8031,DENVER
2026368967,1,NPRS,ACT,,,1111112772,,,Last_name1662,First_name1663,Middle_name1662,,,,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,1002848513,N,N,3544 E 17th St,Ste 105,,,Ammon,ID,83406,,,,US,U,,UNSPEC,,
2031260468,1,NPRS,ACT,,,1111112773,,,Last_name1663,First_name1664,Middle_name1663,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,1002849169,Y,Y,400 Fairview Heights Rd Ste 202,,,,Summersville,WV,26651,9308,,,US,U,,UNSPEC,67,NICHOLAS
2002048523,1,PRES,ACT,MD,100344039,1111112774,744380,DR.,Last_name1664,First_name1665,Middle_name1664,,,M,GP,GENERAL PRACTICE,GP,GENERAL PRACTICE,OS,OTHER SPECIALTY,UNSPEC,UNSPECIFIED VALUE,1002850341,Y,Y,66 Kenwood St,,,,Dorchester Center,MA,2124,2228,,,US,U,,UNSPEC,25,SUFFOLK
2059555481,1,NPRS,ACT,,,1111112775,,,Last_name1665,First_name1666,Middle_name1665,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2005870941,Y,Y,320 Coosa St E,,,,Talladega,AL,35160,2276,,,US,U,,UNSPEC,121,TALLADEGA
2052291761,1,NPRS,ACT,OFST,,1111112776,,MR.,Last_name1666,First_name1667,Middle_name1666,,,M,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,2005870968,Y,Y,164 W 13th St,,,,Grafton,ND,58237,1826,,,US,U,,UNSPEC,38099,WALSH
2016551689,1,NPRS,ACT,,,1111112777,,,Last_name1667,First_name1668,Middle_name1667,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2005871277,Y,Y,3175 23rd St,,,,Astoria,NY,11106,4134,,,US,U,,UNSPEC,81,QUEENS
2049724050,1,NPRS,ACT,SW,,1111112778,4337570,MS.,Last_name1668,First_name1669,Middle_name1668,,,F,CSW,CLINICAL SOCIAL WORKER,CSW,CLINICAL SOCIAL WORKER,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,2005871354,Y,Y,2525 E 22nd St,,,,Cleveland,OH,44115,3202,,,US,U,,UNSPEC,39035,CUYAHOGA
2031830291,1,NPRS,ACT,,,1111112779,,,Last_name1669,First_name1670,Middle_name1669,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2006618813,Y,Y,1151 E 3900 S Ste B120,,,,Salt Lake Cty,UT,84124,2908,,,US,U,,UNSPEC,35,SALT LAKE
2033318657,1,NPRS,ACT,,,1111112780,,,Last_name1670,First_name1671,Middle_name1670,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2006618813,Y,Y,1151 E 3900 S Ste B120,,,,Salt Lake Cty,UT,84124,2908,,,US,U,,UNSPEC,35,SALT LAKE
2073611204,1,NPRS,ACT,UNSPEC,,1111112781,,,Last_name1671,First_name1672,Middle_name1671,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2006619048,Y,Y,310 W Oakley St,,,,Flint,MI,48503,3915,,,US,U,,UNSPEC,26049,GENESEE
2029760280,1,NPRS,ACT,COUN,,1111112782,,MS.,Last_name1672,First_name1673,Middle_name1672,,,F,BHAV,BEHAVIORAL HEALTH & SOCIAL SERVICES,BHAV,BEHAVIORAL HEALTH & SOCIAL SERVICES,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,2006621596,Y,Y,852 Middle Rd,,,,Bettendorf,IA,52722,7604,,,US,U,,UNSPEC,19163,SCOTT
2005083185,1,PRES,ACT,DO,,1111112783,4762664,DR.,Last_name1673,First_name1674,Middle_name1673,,,F,IM,INTERNAL MEDICINE,IM,INTERNAL MEDICINE,GE,GASTROENTEROLOGY,UNSPEC,UNSPECIFIED VALUE,2006622358,N,N,10020 Professional Center Dr,Ste 120,,,Hamburg,MI,48139,,,,US,U,,UNSPEC,,
2017968941,1,NPRS,ACT,,,1111112784,,,Last_name1674,First_name1675,Middle_name1674,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2006623194,Y,Y,1636 Higdon Ferry Rd,,,,Hot Springs National Park,AR,71913,6912,,,US,U,,UNSPEC,51,GARLAND
2001826865,1,PRES,ACT,MD,,1111112785,199689,DR.,Last_name1675,First_name1676,Middle_name1675,,,M,PD,PEDIATRICS,PD,PEDIATRICS,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,1003731237,Y,Y,316 Center Rd,,,,Monroeville,PA,15146,1322,,,US,U,,UNSPEC,3,ALLEGHENY
2002476766,1,NPRS,ACT,DDS,,1111112786,1503738,MR.,Last_name1676,First_name1677,Middle_name1676,,,M,DGP,DENTIST,DGP,DENTIST,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,1003731982,Y,Y,6301 S Dixie Hwy,,,,West Palm Beach,FL,33405,4328,,,US,U,,UNSPEC,12099,PALM BEACH
2005595023,1,NPRS,ACT,RN,,1111112787,5307582,,Last_name1677,First_name1678,Middle_name1677,,,U,RN,REGISTERED NURSE,RN,REGISTERED NURSE,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,1003747896,N,N,4700 Merton Minter Blvd,,,,San Antonio,TX,78229,,,,US,U,,UNSPEC,,
2005937909,1,NPRS,ACT,RN,,1111112788,5662219,MS.,Last_name1678,First_name1679,Middle_name1678,,,F,RN,REGISTERED NURSE,RN,REGISTERED NURSE,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,1008772478,Y,Y,4311 20th St,,,,Rockford,IL,61109,3131,,,US,U,,UNSPEC,201,WINNEBAGO
2005942187,1,NPRS,ACT,RN,,1111112789,5666674,MS.,Last_name1679,First_name1680,Middle_name1679,,,F,RN,REGISTERED NURSE,RN,REGISTERED NURSE,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,1008776963,Y,Y,5335 Christopher Dr,,,,Oak Forest,IL,60452,4915,,,US,U,,UNSPEC,31,COOK
2020909450,1,NPRS,ACT,,,1111112790,,,Last_name1680,First_name1681,Middle_name1680,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2017588814,Y,Y,3811 Valley Centre Dr,,,,San Diego,CA,92130,3318,,,US,U,,UNSPEC,73,SAN DIEGO
2002390270,1,PRES,ACT,MD,4952280036,1111112791,1229568,DR.,Last_name1681,First_name1682,Middle_name1681,,,M,CD,CARDIOVASCULAR DISEASE,CD,CARDIOVASCULAR DISEASE,IM,INTERNAL MEDICINE,UNSPEC,UNSPECIFIED VALUE,2017590733,Y,Y,3666 S 4th St,,,,Terre Haute,IN,47802,5543,,,US,U,,UNSPEC,18167,VIGO
2006649043,1,PRES,ACT,MD,350312151,1111112792,6480073,DR.,Last_name1682,First_name1683,Middle_name1682,,,F,IM,INTERNAL MEDICINE,IM,INTERNAL MEDICINE,END,"ENDOCRINOLOGY, DIABETES & METABOLISM",UNSPEC,UNSPECIFIED VALUE,2017603450,Y,Y,110 Deer Ridge Dr,,,,Round Rock,TX,78681,5514,,,US,U,,UNSPEC,48491,WILLIAMSON
2042504814,1,NPRS,ACT,,,1111112793,,MS.,Last_name1683,First_name1684,Middle_name1683,,,F,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2026539030,Y,Y,638 Kennedy Ct,,,,Fairfield,CA,94533,5058,,,US,U,,UNSPEC,95,SOLANO
2038395927,1,NPRS,ACT,,,1111112794,,,Last_name1684,First_name1685,Middle_name1684,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2026544485,Y,Y,1550 E Main St Rm 0229,,,,Santa Maria,CA,93454,4819,,,US,U,,UNSPEC,83,SANTA BARBARA
2068728300,1,NPRS,ACT,OSP,,1111112795,,MS.,Last_name1685,First_name1686,Middle_name1685,,,F,ANCI,ANCILLARY SERVICES,ANCI,ANCILLARY SERVICES,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,2026545823,Y,Y,1250 S Ivy St,,,,Canby,OR,97013,4200,,,US,U,,UNSPEC,5,CLACKAMAS
2058790513,1,NPRS,ACT,LPN,,1111112796,,,Last_name1686,First_name1687,Middle_name1686,,,U,LPN,LICENSED PRACTICAL NURSE,LPN,LICENSED PRACTICAL NURSE,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,2035244449,Y,Y,2550 Fassona Dr,,,,Kissimmee,FL,34741,7960,,,US,U,,UNSPEC,12097,OSCEOLA
2115512055,1,NPRS,ACT,,,1111112797,,,Last_name1687,First_name1688,Middle_name1687,,,,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2005868093,Y,Y,1996 Sw 1st St,,,,Miami,FL,33135,1640,,,US,U,,UNSPEC,12086,MIAMI-DADE
2023793417,1,NPRS,ACT,,,1111112798,,,Last_name1688,First_name1689,Middle_name1688,,,M,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,1002848159,Y,Y,3331 Toledo Ter Ste 205,,,,Hyattsville,MD,20782,8157,,,US,U,,UNSPEC,33,PRINCE GEORGES
2028885133,1,NPRS,ACT,MD,,1111112799,,MR.,Last_name1689,First_name1690,Middle_name1689,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2005871504,N,N,Mercy Ruan Neurology Clinic,"1111 6th Avenue Sw,East Tower A100",,,Des Moines,IA,50314,,,,US,U,,UNSPEC,,
2056822371,1,NPRS,ACT,AUD,,1111112800,,MS.,Last_name1690,First_name1691,Middle_name1690,,,F,AUD,AUDIOLOGY,AUD,AUDIOLOGY,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,2006618584,Y,Y,1987 S Military Hwy,,,,Chesapeake,VA,23320,4422,,,US,U,,UNSPEC,51550,CHESAPEAKE CITY
2052401807,1,NPRS,ACT,OFST,,1111112801,,MS.,Last_name1691,First_name1692,Middle_name1691,,,F,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,2006618966,Y,Y,98-1247 Kaahumanu St Ste 212,,,,Aiea,HI,96701,5310,,,US,U,,UNSPEC,3,HONOLULU
2035610928,1,NPRS,ACT,NP,,1111112802,7248351,MS.,Last_name1692,First_name1693,Middle_name1692,,,F,NRP,NURSE PRACTITIONER,NRP,NURSE PRACTITIONER,RN,REGISTERED NURSE,UNSPEC,UNSPECIFIED VALUE,2006624746,Y,Y,29437 S Frost Rd,,,,Livingston,LA,70754,1910,,,US,U,,UNSPEC,22063,LIVINGSTON
2002124026,1,PRES,ACT,MD,481588080,1111112803,821562,DR.,Last_name1693,First_name1694,Middle_name1693,,,M,PDP,PEDIATRIC PULMONOLOGY,PDP,PEDIATRIC PULMONOLOGY,CCP,PEDIATRIC CRITICAL CARE MEDICINE,CCM,CRITICAL CARE MEDICINE (INTERNAL MEDICINE),1003747203,Y,Y,125 Liberty St Ste 308,,,,Springfield,MA,1103,1109,,,US,U,,UNSPEC,25013,HAMPDEN
2040803329,1,NPRS,ACT,NP,,1111112804,7490542,MS.,Last_name1694,First_name1695,Middle_name1694,,,U,FM,FAMILY MEDICINE,FM,FAMILY MEDICINE,RN,REGISTERED NURSE,UNSPEC,UNSPECIFIED VALUE,1003747450,Y,Y,2600 Bruce B Downs Blvd,,,,Wesley Chapel,FL,33544,9207,,,US,U,,UNSPEC,101,PASCO
2005933260,1,NPRS,ACT,RN,,1111112805,5657391,MS.,Last_name1695,First_name1696,Middle_name1695,,,F,RN,REGISTERED NURSE,RN,REGISTERED NURSE,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,1008767555,Y,Y,Po Box 1332,,,,Beaver,OK,73932,1332,,,US,U,,UNSPEC,7,BEAVER
2048921399,1,NPRS,ACT,,,1111112806,,,Last_name1696,First_name1697,Middle_name1696,,,,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2017590721,Y,Y,3570 Hamilton Blvd Ste 201,,,,Allentown,PA,18103,4513,,,US,U,,UNSPEC,42077,LEHIGH
2059318196,1,NPRS,ACT,,,1111112807,,,Last_name1697,First_name1698,Middle_name1697,,,,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2017594159,N,N,Veterans Administration Medical Center,Veterans Administration Medical Center,,Veterans Administration Medical Center,Castle Point,NY,12511,,,,US,U,,UNSPEC,,
2052251954,1,NPRS,ACT,OFST,,1111112808,,MS.,Last_name1698,First_name1699,Middle_name1698,,,F,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,2017595312,Y,Y,2150 Main St,,,,Springfield,MA,1104,3566,,,US,U,,UNSPEC,25013,HAMPDEN
2028210615,1,NPRS,ACT,,,1111112809,,MR.,Last_name1699,First_name1700,Middle_name1699,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2026541035,Y,Y,855 12th St Nw,,,,Valley City,ND,58072,2052,,,US,U,,UNSPEC,3,BARNES
2050210148,1,NPRS,ACT,RN,,1111112810,3100771,MR.,Last_name1700,First_name1701,Middle_name1700,,,M,GS,GENERAL SURGERY,GS,GENERAL SURGERY,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,2035246410,Y,Y,Vanderbilt University Medical Ct,,,,Nashville,TN,37232,1,,,US,U,,UNSPEC,47037,DAVIDSON
2110815433,1,NPRS,ACT,MD,,1111112811,,,Last_name1701,First_name1702,Middle_name1701,,,,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2035249519,Y,Y,725 North St,,,,Pittsfield,MA,1201,4109,,,US,U,,UNSPEC,25003,BERKSHIRE
2047706632,1,NPRS,ACT,,,1111112812,,,Last_name1702,First_name1703,Middle_name1702,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2006258092,Y,Y,2339 Hillsboro Rd,,,,Franklin,TN,37069,6242,,,US,U,,UNSPEC,187,WILLIAMSON
2112551819,1,NPRS,ACT,DO,,1111112813,,,Last_name1703,First_name1704,Middle_name1703,,,,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2006258799,Y,Y,7123 Prospect Pl Ne,,,,Albuquerque,NM,87110,4313,,,US,U,,UNSPEC,35001,BERNALILLO
2007072512,1,PRES,ACT,NP,,1111112814,6966038,MS.,Last_name1704,First_name1705,Middle_name1704,,,F,NEUR,NEUROLOGY,NEUR,NEUROLOGY,ARN,ADVANCED REGISTERED NURSE,RN,REGISTERED NURSE,2006260951,Y,Y,1100 Joliet St Ste 201,,,,Dyer,IN,46311,1995,,,US,U,,UNSPEC,18089,LAKE
2028819168,1,NPRS,ACT,,,1111112815,,,Last_name1705,First_name1706,Middle_name1705,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2006262099,Y,Y,2430 E Mason St,,,,Green Bay,WI,54302,3759,,,US,U,,UNSPEC,9,BROWN
2021480228,1,NPRS,ACT,HCA,,1111112816,,MS.,Last_name1706,First_name1707,Middle_name1706,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2006263508,Y,Y,903 Old Scalp Ave,,,,Johnstown,PA,15904,1763,,,US,U,,UNSPEC,21,CAMBRIA
2058632253,1,NPRS,ACT,RN,,1111112817,,MS.,Last_name1707,First_name1708,Middle_name1707,,,F,RN,REGISTERED NURSE,RN,REGISTERED NURSE,LPN,LICENSED PRACTICAL NURSE,UNSPEC,UNSPECIFIED VALUE,2031064065,Y,Y,211 Meadow Sweet Pl,,,,Watertown,MN,55388,8382,,,US,U,,UNSPEC,19,CARVER
2053697424,1,NPRS,ACT,,,1111112818,,,Last_name1708,First_name1709,Middle_name1708,,UNSPEC,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2005866372,Y,Y,1015 Franklin St,,,,Johnstown,PA,15905,4110,,,US,U,,UNSPEC,21,CAMBRIA
2058618389,1,NPRS,ACT,RN,,1111112819,,MS.,Last_name1709,First_name1710,Middle_name1709,,,F,RN,REGISTERED NURSE,RN,REGISTERED NURSE,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,2031052539,Y,Y,746 Meadow Ln,,,,Bryan,TX,77802,3115,,,US,U,,UNSPEC,41,BRAZOS
2015932752,1,NPRS,ACT,,,1111112820,,,Last_name1710,First_name1711,Middle_name1710,,,U,NTSS,NON TRUSTED SOURCE SPECIALTY,NTSS,NON TRUSTED SOURCE SPECIALTY,NTSS,NON TRUSTED SOURCE SPECIALTY,NTSS,NON TRUSTED SOURCE SPECIALTY,2005334691,Y,Y,421 Chestnut St,,,,Evansville,IN,47713,1227,,,US,U,,UNSPEC,163,VANDERBURGH
2022530240,1,NPRS,ACT,,,1111112821,,,Last_name1711,First_name1712,Middle_name1711,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2005334913,Y,Y,1 Mellon Way,,,,Latrobe,PA,15650,1197,,,US,U,,UNSPEC,129,WESTMORELAND
2015112885,1,NPRS,ACT,,,1111112822,,MR.,Last_name1712,First_name1713,Middle_name1712,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2006252471,Y,Y,11315 Atlantic Ave,,,,Lynwood,CA,90262,3007,,,US,U,,UNSPEC,37,LOS ANGELES
2073216937,1,NPRS,ACT,UNSPEC,,1111112823,,,Last_name1713,First_name1714,Middle_name1713,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2006254380,Y,Y,1107 Nw 11th St,,,,Fruitland,ID,83619,2255,,,US,U,,UNSPEC,16075,PAYETTE
2053980123,1,PRES,ACT,MD,110397076,1111112824,1946173,DR.,Last_name1714,First_name1715,Middle_name1714,,IV,M,OTO,OTOLARYNGOLOGY,OTO,OTOLARYNGOLOGY,UNSPEC,UNSPECIFIED VALUE,UNSPEC,UNSPECIFIED VALUE,2006254874,Y,Y,120 S Zetterower Ave,,,,Statesboro,GA,30458,4816,,,US,U,,UNSPEC,13031,BULLOCH
2112926186,1,NPRS,ACT,MD,,1111112825,,,Last_name1715,First_name1716,Middle_name1715,,,,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2006256240,Y,Y,14 Maple St Ste 100,,,,Gilford,NH,3249,5510,,,US,U,,UNSPEC,33001,BELKNAP
2111983593,1,NPRS,ACT,MD,,1111112826,,,Last_name1716,First_name1717,Middle_name1716,,,,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2006256322,Y,Y,401 Hendee St,,,,New Orleans,LA,70114,1405,,,US,U,,UNSPEC,22071,ORLEANS
2035532349,1,NPRS,ACT,NP,,1111112827,2260778,MS.,Last_name1717,First_name1718,Middle_name1717,,,F,NRP,NURSE PRACTITIONER,NRP,NURSE PRACTITIONER,RN,REGISTERED NURSE,UNSPEC,UNSPECIFIED VALUE,2006256614,Y,Y,11685 Alpharetta Hwy,,,,Roswell,GA,30076,4913,,,US,U,,UNSPEC,13121,FULTON
2015003572,1,NPRS,ACT,,,1111112828,,MS.,Last_name1718,First_name1719,Middle_name1718,,,U,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,NTSS,Non Trusted Source Specialty,2006257354,Y,Y,3145 W Clark Rd Ste 102,,,,Ypsilanti,MI,48197,1120,,,US,U,,UNSPEC,161,WASHTENAW
